OBJECTID,Planning Region,ARC Modeling Area,Geographic ID for geographic unit,Logical record number,Summary level of geographic unit,Geography Vintage,Name of geographic unit,"# Total population, 2021","# Total population, 2021 (MOE)","# Area, square miles, 2021","Population density (people per square mile), 2021",Shape__Area,Shape__Length
935,Atlanta Regional Commission,Yes,13067031116,1640,Tract,2020,"Census Tract 311.16, Cobb County",4202,823,1.057903,3972,29478542.0288086,23808.5193421826
936,Atlanta Regional Commission,Yes,13067031507,1683,Tract,2020,"Census Tract 315.07, Cobb County",3238,530,1.533213,2111.9,42723768.2678223,29164.8688015722
937,Atlanta Regional Commission,Yes,13067031117,1641,Tract,2020,"Census Tract 311.17, Cobb County",6385,785,2.352705,2713.9,65558052.1435547,33520.6682725571
938,Southern Georgia,No,13299950400,3702,Tract,2020,"Census Tract 9504, Ware County",2238,351,0.993419,2252.8,27685504.6376953,24476.1118392177
939,Northwest Georgia,Yes,13015960901,1054,Tract,2020,"Census Tract 9609.01, Bartow County",2831,441,13.189104,214.6,367561202.202637,121782.67985853
940,Northwest Georgia,Yes,13015960101,1030,Tract,2020,"Census Tract 9601.01, Bartow County",1657,320,36.072361,45.9,1005303165.77954,162659.839181582
941,Atlanta Regional Commission,Yes,13067031118,1642,Tract,2020,"Census Tract 311.18, Cobb County",5402,581,1.974303,2736.2,55013664.7871094,32977.7578058586
942,Atlanta Regional Commission,Yes,13067030233,1516,Tract,2020,"Census Tract 302.33, Cobb County",4886,683,2.74285,1781.4,76431194.8481445,41398.383595658
943,Coastal Regional Commission,No,13179010101,3110,Tract,2020,"Census Tract 101.01, Liberty County",6304,624,79.010849,79.8,2203944932.00574,308805.980805742
944,Coastal Regional Commission,No,13179010102,3111,Tract,2020,"Census Tract 101.02, Liberty County",2043,420,102.88112,19.9,2869353979.10486,280182.284590244
945,Coastal Regional Commission,No,13179010206,3116,Tract,2020,"Census Tract 102.06, Liberty County",5659,807,20.29871,278.8,566127766.403809,127012.660136823
946,Coastal Regional Commission,No,13179010207,3117,Tract,2020,"Census Tract 102.07, Liberty County",6459,1097,3.006496,2148.3,83855673.6186523,42152.0412729898
947,Coastal Regional Commission,No,13179010208,3118,Tract,2020,"Census Tract 102.08, Liberty County",5910,778,4.172605,1416.4,116379032.609131,80180.8405147165
948,Coastal Regional Commission,No,13179010501,3123,Tract,2020,"Census Tract 105.01, Liberty County",3529,483,118.63551,29.7,3310347318.5542,429234.867030855
949,Three Rivers,No,13231010101,3394,Tract,2020,"Census Tract 101.01, Pike County",3189,473,29.204588,109.2,813637403.502686,164540.551356035
950,Three Rivers,No,13231010102,3395,Tract,2020,"Census Tract 101.02, Pike County",3948,493,37.234909,106,1037349399.89209,146135.899230697
951,Georgia Mountains,No,13311950202,3729,Tract,2020,"Census Tract 9502.02, White County",2533,423,25.119568,100.8,700083875.970703,144075.24916302
952,Atlanta Regional Commission,Yes,13067030235,1517,Tract,2020,"Census Tract 302.35, Cobb County",4931,893,4.832087,1020.5,134651205.363525,51722.056655496
953,Atlanta Regional Commission,Yes,13135050725,2808,Tract,2020,"Census Tract 507.25, Gwinnett County",6465,1432,1.901914,3399.2,52995012.7160645,29585.2145625909
954,Atlanta Regional Commission,Yes,13135050729,2809,Tract,2020,"Census Tract 507.29, Gwinnett County",4138,701,1.03703,3990.2,28895789.2805176,24472.1920180907
955,Atlanta Regional Commission,Yes,13135050722,2807,Tract,2020,"Census Tract 507.22, Gwinnett County",4161,750,1.417001,2936.5,39483227.4384766,34319.8721951551
956,Central Savannah River Area,No,13245000700,3434,Tract,2020,"Census Tract 7, Richmond County",1201,369,0.478977,2507.4,13358813.5185547,16926.6164448482
957,Central Savannah River Area,No,13245001000,3435,Tract,2020,"Census Tract 10, Richmond County",3117,449,0.763578,4082.1,21295892.5466309,19646.3908801738
958,Central Savannah River Area,No,13245010510,3461,Tract,2020,"Census Tract 105.10, Richmond County",5628,1177,2.092946,2689,58369765.8933105,40141.3185442443
959,Central Savannah River Area,No,13245010509,3460,Tract,2020,"Census Tract 105.09, Richmond County",5543,923,1.588936,3488.5,44312688.4902344,31671.5878331783
960,Central Savannah River Area,No,13245000200,3431,Tract,2020,"Census Tract 2, Richmond County",2472,371,1.053459,2346.6,29380674.3168945,29862.8931606982
961,Central Savannah River Area,No,13245001100,3436,Tract,2020,"Census Tract 11, Richmond County",1750,297,0.826009,2118.6,23036573.8806152,23360.8763137851
962,Central Savannah River Area,No,13245001200,3437,Tract,2020,"Census Tract 12, Richmond County",4862,790,1.434872,3388.5,40016929.4445801,27876.2318090156
963,Central Savannah River Area,No,13245001300,3438,Tract,2020,"Census Tract 13, Richmond County",1826,498,0.73082,2498.6,20382123.8137207,22985.7867856131
964,Central Savannah River Area,No,13245001400,3439,Tract,2020,"Census Tract 14, Richmond County",1419,327,0.508178,2792.3,14172976.5705566,15274.3933658445
965,Heart of Georgia Altamaha,No,13175950202,3090,Tract,2020,"Census Tract 9502.02, Laurens County",4859,456,93.593613,51.9,2607963682.58838,251284.943574917
966,Heart of Georgia Altamaha,No,13175950201,3089,Tract,2020,"Census Tract 9502.01, Laurens County",4616,493,6.889874,670,191989979.217285,64338.2614686604
967,Heart of Georgia Altamaha,No,13175951400,3101,Tract,2020,"Census Tract 9514, Laurens County",2418,458,213.57689,11.3,5951179938.63171,431896.981378108
968,Heart of Georgia Altamaha,No,13283960200,3620,Tract,2020,"Census Tract 9602, Treutlen County",4704,319,109.4829,43,3051282472.42847,370688.138144187
969,Heart of Georgia Altamaha,No,13283960100,3619,Tract,2020,"Census Tract 9601, Treutlen County",1706,320,93.089783,18.3,2594621005.66992,296733.576745168
970,Atlanta Regional Commission,Yes,13067030331,1564,Tract,2020,"Census Tract 303.31, Cobb County",5465,454,2.466818,2215.4,68738951.2053223,38727.9274375425
971,Atlanta Regional Commission,Yes,13067030332,1565,Tract,2020,"Census Tract 303.32, Cobb County",3038,362,1.410028,2154.6,39290849.7929688,23929.2670594398
972,Northwest Georgia,No,13227050500,3385,Tract,2020,"Census Tract 505, Pickens County",5006,445,42.304092,118.3,1178934193.55298,176968.085516414
973,Northwest Georgia,No,13227050300,3383,Tract,2020,"Census Tract 503, Pickens County",4570,519,43.631233,104.7,1215956782.60156,200429.059451316
974,Northwest Georgia,No,13227050400,3384,Tract,2020,"Census Tract 504, Pickens County",4128,534,49.00103,84.2,1365618035.57349,213551.329509826
975,Atlanta Regional Commission,Yes,13117130613,2220,Tract,2020,"Census Tract 1306.13, Forsyth County",6042,1005,3.123322,1934.5,87033792.9169922,48213.4498445813
976,Atlanta Regional Commission,Yes,13067031001,1628,Tract,2020,"Census Tract 310.01, Cobb County",5434,955,5.570489,975.5,155222745.586182,60985.9975870921
977,Atlanta Regional Commission,Yes,13067030322,1559,Tract,2020,"Census Tract 303.22, Cobb County",3848,709,1.441049,2670.3,40155806.3171387,28659.6286186953
978,Atlanta Regional Commission,Yes,13067030319,1558,Tract,2020,"Census Tract 303.19, Cobb County",4633,386,2.915164,1589.3,81231136.2805176,49330.1343667125
979,Atlanta Regional Commission,Yes,13067031101,1633,Tract,2020,"Census Tract 311.01, Cobb County",7059,1148,1.285616,5490.8,35823784.5637207,25251.5765929486
980,Atlanta Regional Commission,Yes,13067031110,1634,Tract,2020,"Census Tract 311.10, Cobb County",3180,516,1.044402,3044.8,29102204.5214844,23728.1108772313
981,Georgia Mountains,No,13311950207,3733,Tract,2020,"Census Tract 9502.07, White County",4734,784,29.767284,159,829586573.070801,152196.94384692
982,Georgia Mountains,No,13311950301,3734,Tract,2020,"Census Tract 9503.01, White County",3873,626,21.404694,180.9,596535542.983887,113438.26689986
983,Georgia Mountains,No,13311950302,3735,Tract,2020,"Census Tract 9503.02, White County",3626,540,21.391273,169.5,596171795.762451,120017.46248069
984,Georgia Mountains,No,13311950206,3732,Tract,2020,"Census Tract 9502.06, White County",4944,799,7.007835,705.5,195305008.294922,83222.5313449816
985,Georgia Mountains,No,13311950101,3727,Tract,2020,"Census Tract 9501.01, White County",1230,277,59.219246,20.8,1650478297.51123,205524.065834399
986,Georgia Mountains,No,13311950204,3730,Tract,2020,"Census Tract 9502.04, White County",2921,809,41.560696,70.3,1158288514.15259,164741.683800571
987,Georgia Mountains,No,13311950102,3728,Tract,2020,"Census Tract 9501.02, White County",1721,395,18.974859,90.7,528837388.719238,136210.93617177
988,Northwest Georgia,No,13115000800,2160,Tract,2020,"Census Tract 8, Floyd County",5102,673,6.183467,825.1,172344758.856445,58849.688154548
989,Northwest Georgia,No,13115000700,2159,Tract,2020,"Census Tract 7, Floyd County",5020,733,24.550518,204.5,684249241.503418,168736.654399401
990,Northwest Georgia,No,13115001800,2172,Tract,2020,"Census Tract 18, Floyd County",5481,712,6.568021,834.5,183064568.411621,64949.5739338288
991,Northwest Georgia,No,13115000600,2158,Tract,2020,"Census Tract 6, Floyd County",4764,805,5.892178,808.5,164228402.823242,77545.0445675655
992,Northwest Georgia,No,13115000100,2149,Tract,2020,"Census Tract 1, Floyd County",4736,605,39.914635,118.7,1112493654.7583,172527.805918818
993,Northwest Georgia,No,13115000300,2153,Tract,2020,"Census Tract 3, Floyd County",3028,393,53.736912,56.3,1497877340.06274,244295.419877888
994,Northwest Georgia,No,13115002000,2173,Tract,2020,"Census Tract 20, Floyd County",4220,419,111.59021,37.8,3110452539.4502,282466.435928441
995,Northwest Georgia,No,13115001400,2166,Tract,2020,"Census Tract 14, Floyd County",6730,967,62.610016,107.5,1745216700.05981,312612.806902099
996,Middle Georgia,No,13021013407,1098,Tract,2020,"Census Tract 134.07, Bibb County",4516,935,3.064188,1473.8,85367205.3068848,50071.2845836236
997,Atlanta Regional Commission,Yes,13067030334,1566,Tract,2020,"Census Tract 303.34, Cobb County",3168,328,1.540703,2056.2,42931952.6564941,26449.3252491689
998,Atlanta Regional Commission,Yes,13067030335,1567,Tract,2020,"Census Tract 303.35, Cobb County",4980,402,2.038671,2442.8,56808295.5700684,36109.9494795281
999,Atlanta Regional Commission,Yes,13067030337,1568,Tract,2020,"Census Tract 303.37, Cobb County",5114,687,1.806954,2830.2,50351046.3681641,32493.0686638898
1000,Coastal Regional Commission,No,13051010102,1276,Tract,2020,"Census Tract 101.02, Chatham County",4229,506,3.954185,1069.5,110372074.730713,74829.678053464
1001,Atlanta Regional Commission,Yes,13067030104,1507,Tract,2020,"Census Tract 301.04, Cobb County",3639,568,1.561808,2330,43522721.5991211,29191.0387652428
1002,Northwest Georgia,No,13143010100,2907,Tract,2020,"Census Tract 101, Haralson County",3440,464,62.414833,55.1,1739475472.74902,177946.762229405
1003,Northwest Georgia,No,13143010201,2908,Tract,2020,"Census Tract 102.01, Haralson County",3314,464,15.354317,215.8,427940033.04248,153037.047275318
1004,Heart of Georgia Altamaha,No,13161960101,3057,Tract,2020,"Census Tract 9601.01, Jeff Davis County",1878,383,62.907085,29.9,1753099045.31812,242443.376335316
1005,Northwest Georgia,No,13143010304,2912,Tract,2020,"Census Tract 103.04, Haralson County",7280,596,27.170574,267.9,757233400.193359,143537.233406924
1006,Heart of Georgia Altamaha,No,13161960102,3058,Tract,2020,"Census Tract 9601.02, Jeff Davis County",4752,727,68.182541,69.7,1900192402.36865,221390.315669565
1007,Northwest Georgia,No,13143010202,2909,Tract,2020,"Census Tract 102.02, Haralson County",1770,340,78.416847,22.6,2185593481.63672,216480.672225516
1008,Heart of Georgia Altamaha,No,13161960201,3059,Tract,2020,"Census Tract 9602.01, Jeff Davis County",3742,630,35.596169,105.1,991922967.897827,175748.953611957
1009,Heart of Georgia Altamaha,No,13161960202,3060,Tract,2020,"Census Tract 9602.02, Jeff Davis County",2985,685,22.905462,130.3,638326476.270386,159484.488500869
1010,Northwest Georgia,No,13143010402,2914,Tract,2020,"Census Tract 104.02, Haralson County",5170,661,22.138126,233.5,616969389.917725,169079.760412411
1011,Northwest Georgia,No,13143010401,2913,Tract,2020,"Census Tract 104.01, Haralson County",2707,454,33.921627,79.8,945419526.183594,137178.91332436
1012,Northwest Georgia,No,13143010303,2911,Tract,2020,"Census Tract 103.03, Haralson County",1957,402,15.98014,122.5,445358305.933105,113050.354156386
1013,Northeast Georgia,No,13211010301,3226,Tract,2020,"Census Tract 103.01, Morgan County",3338,546,38.754902,86.1,1079912932.04785,197864.727334487
1014,Northeast Georgia,No,13211010302,3227,Tract,2020,"Census Tract 103.02, Morgan County",3937,543,37.695553,104.4,1050407759.3042,213471.514710781
1015,Southwest Georgia,No,13177020403,3107,Tract,2020,"Census Tract 204.03, Lee County",7585,854,13.241184,572.8,368777886.768555,92945.6649440806
1016,Atlanta Regional Commission,Yes,13067030405,1600,Tract,2020,"Census Tract 304.05, Cobb County",6960,959,1.546764,4499.7,43100864.5029297,39763.0628710412
1017,Heart of Georgia Altamaha,No,13279970600,3614,Tract,2020,"Census Tract 9706, Toombs County",2999,419,144.1505,20.8,4017979217.23889,339091.447802383
1018,Southwest Georgia,No,13253200200,3519,Tract,2020,"Census Tract 2002, Seminole County",3535,277,22.64867,156.1,630774265.347412,114243.859922138
1019,Southwest Georgia,No,13253200100,3518,Tract,2020,"Census Tract 2001, Seminole County",2748,253,103.89368,26.5,2893255846.24097,345642.290565561
1020,Southwest Georgia,No,13253200300,3520,Tract,2020,"Census Tract 2003, Seminole County",2825,298,130.25601,21.7,3627682779.22144,371175.751771805
1021,Heart of Georgia Altamaha,No,13279970400,3612,Tract,2020,"Census Tract 9704, Toombs County",4539,686,9.213911,492.6,256824324.401367,73189.7372887948
1022,Heart of Georgia Altamaha,No,13279970500,3613,Tract,2020,"Census Tract 9705, Toombs County",3701,685,48.307659,76.6,1346499700.78687,213590.815609044
1023,Atlanta Regional Commission,Yes,13067030505,1609,Tract,2020,"Census Tract 305.05, Cobb County",6052,676,2.040448,2966,56857906.8962402,33005.9726044843
1024,Atlanta Regional Commission,Yes,13067030700,1619,Tract,2020,"Census Tract 307, Cobb County",4619,639,1.663525,2776.6,46354962.2651367,30163.5847426826
1025,Coastal Regional Commission,No,13051010200,1277,Tract,2020,"Census Tract 102, Chatham County",4696,690,1.145431,4099.8,31971246.6049805,33310.9081419529
1026,Atlanta Regional Commission,Yes,13067030324,1560,Tract,2020,"Census Tract 303.24, Cobb County",4333,1106,1.445747,2997.1,40287178.3713379,33519.7394449699
1027,Atlanta Regional Commission,Yes,13067030800,1620,Tract,2020,"Census Tract 308, Cobb County",6700,947,2.44448,2740.9,68116236.0908203,40352.6016708816
1028,Middle Georgia,No,13009970302,999,Tract,2020,"Census Tract 9703.02, Baldwin County",3470,565,11.763412,295,327781871.241455,86088.8648457089
1029,Middle Georgia,No,13009970801,1006,Tract,2020,"Census Tract 9708.01, Baldwin County",3230,711,42.122696,76.7,1173670696.63672,186801.401084284
1030,Middle Georgia,No,13009970502,1002,Tract,2020,"Census Tract 9705.02, Baldwin County",2724,424,52.246151,52.1,1455761462.45532,198117.17005337
1031,Middle Georgia,No,13009970301,998,Tract,2020,"Census Tract 9703.01, Baldwin County",2341,451,11.319309,206.8,315402280.644043,141391.915904663
1032,Northwest Georgia,No,13129970301,2597,Tract,2020,"Census Tract 9703.01, Gordon County",3428,530,6.482974,528.8,180692261.05127,96941.5021913865
1033,Northwest Georgia,No,13129970302,2598,Tract,2020,"Census Tract 9703.02, Gordon County",5090,854,14.435222,352.6,402331417.126953,171681.166262633
1034,Northwest Georgia,No,13129970902,2607,Tract,2020,"Census Tract 9709.02, Gordon County",2964,661,48.065105,61.7,1339554261.30664,202571.869653
1035,Northwest Georgia,No,13129970101,2593,Tract,2020,"Census Tract 9701.01, Gordon County",3026,775,27.522377,109.9,767072093.101074,172346.914521
1036,Northwest Georgia,No,13129970802,2605,Tract,2020,"Census Tract 9708.02, Gordon County",1986,418,16.613184,119.5,463019477.111572,104693.845601133
1037,Northwest Georgia,No,13129970901,2606,Tract,2020,"Census Tract 9709.01, Gordon County",4304,665,14.634035,294.1,407854518.475098,114187.472789587
1038,Atlanta Regional Commission,Yes,13067030326,1561,Tract,2020,"Census Tract 303.26, Cobb County",4225,392,2.775182,1522.4,77332666.6008301,40211.4213466108
1039,Middle Georgia,No,13289060102,3643,Tract,2020,"Census Tract 601.02, Twiggs County",2124,316,121.0833,17.5,3373489847.37305,281534.716046769
1040,Middle Georgia,No,13009970102,995,Tract,2020,"Census Tract 9701.02, Baldwin County",3055,412,37.642082,81.2,1048922069.79541,173361.704198714
1041,Middle Georgia,No,13009970501,1001,Tract,2020,"Census Tract 9705.01, Baldwin County",3754,547,2.362163,1589.2,65820481.7646484,41184.3069880703
1042,Middle Georgia,No,13009970201,996,Tract,2020,"Census Tract 9702.01, Baldwin County",3248,697,6.461341,502.7,180045498.298584,62691.6160770512
1043,Middle Georgia,No,13009970802,1007,Tract,2020,"Census Tract 9708.02, Baldwin County",4465,800,34.562691,129.2,963058243.412842,187592.294123133
1044,Middle Georgia,No,13009970101,994,Tract,2020,"Census Tract 9701.01, Baldwin County",2266,474,49.506969,45.8,1379548059.51587,232776.164192528
1045,Middle Georgia,No,13009970202,997,Tract,2020,"Census Tract 9702.02, Baldwin County",3480,536,7.599582,457.9,211761395.191406,73490.1700370954
1046,Central Savannah River Area,No,13317010102,3763,Tract,2020,"Census Tract 101.02, Wilkes County",1896,243,128.39662,14.8,3578849457.88599,340382.51575197
1047,Atlanta Regional Commission,Yes,13067031004,1629,Tract,2020,"Census Tract 310.04, Cobb County",8769,887,1.612572,5437.9,44934629.3962402,29440.7343238167
